Datum,Unternehmenscode,Schlusspreis
2024-09-26,NTES,91.1300
2024-09-25,NTES,86.8900
2024-09-24,NTES,86.9800
2024-09-23,NTES,80.4900
2024-09-20,NTES,78.9000
2024-09-19,NTES,79.4600
2024-09-18,NTES,76.7000
2024-09-17,NTES,77.0200
2024-09-16,NTES,76.7800
2024-09-13,NTES,77.3200
2024-09-12,NTES,77.1800
2024-09-11,NTES,78.1700
2024-09-10,NTES,76.4200
2024-09-09,NTES,77.5600
2024-09-06,NTES,77.5800
2024-09-05,NTES,78.5700
2024-09-04,NTES,79.5600
2024-09-03,NTES,78.0000
2024-08-30,NTES,80.4400
2024-08-29,NTES,80.5300
2024-08-28,NTES,80.3700
2024-08-27,NTES,83.5300
2024-08-26,NTES,82.4900
2024-08-23,NTES,82.0800
2024-08-22,NTES,82.2500
2024-08-21,NTES,92.5900
2024-08-20,NTES,90.2200
2024-08-19,NTES,92.5500
2024-08-16,NTES,89.9100
2024-08-15,NTES,90.0700
2024-08-14,NTES,87.7000
2024-08-13,NTES,89.4700
2024-08-12,NTES,89.5500
2024-08-09,NTES,90.3600
2024-08-08,NTES,89.6100
2024-08-07,NTES,87.7200
2024-08-06,NTES,86.6700
2024-08-05,NTES,87.9100
2024-08-02,NTES,89.9700
2024-08-01,NTES,91.1000
2024-07-31,NTES,92.1100
2024-07-30,NTES,91.6500
2024-07-29,NTES,91.1800
2024-07-26,NTES,92.5900
2024-07-25,NTES,95.4500
2024-07-24,NTES,94.4300
2024-07-23,NTES,93.3500
2024-07-22,NTES,93.4800
2024-07-19,NTES,91.3500
2024-07-18,NTES,92.5600
2024-07-17,NTES,92.9400
2024-07-16,NTES,92.9700
2024-07-15,NTES,93.7400
2024-07-12,NTES,92.8800
2024-07-11,NTES,91.8200
2024-07-10,NTES,90.1300
2024-07-09,NTES,93.5400
2024-07-08,NTES,91.7300
2024-07-05,NTES,91.9600
2024-07-03,NTES,95.9200
2024-07-02,NTES,93.9600
2024-07-01,NTES,96.4600
2024-06-28,NTES,95.5800
2024-06-27,NTES,96.0600
2024-06-26,NTES,96.7400
2024-06-25,NTES,93.0400
2024-06-24,NTES,91.1700
2024-06-21,NTES,89.7300
2024-06-20,NTES,91.5300
2024-06-18,NTES,90.6300
2024-06-17,NTES,92.4700
2024-06-14,NTES,92.5400
2024-06-13,NTES,92.2300
2024-06-12,NTES,92.9200
2024-06-11,NTES,92.6900
2024-06-10,NTES,94.1600
2024-06-07,NTES,93.9000
2024-06-06,NTES,93.9000
2024-06-05,NTES,94.1500
2024-06-04,NTES,88.6800
2024-06-03,NTES,88.3100
2024-05-31,NTES,89.0300
2024-05-30,NTES,90.6600
2024-05-29,NTES,89.5600
2024-05-28,NTES,91.1900
2024-05-24,NTES,90.4800
2024-05-23,NTES,94.7400
2024-05-22,NTES,98.3600
2024-05-21,NTES,98.9000
2024-05-20,NTES,104.7300
2024-05-17,NTES,104.9700
2024-05-16,NTES,104.2100
2024-05-15,NTES,98.7600
2024-05-14,NTES,98.6400
2024-05-13,NTES,99.4900
2024-05-10,NTES,98.5300
2024-05-09,NTES,98.4900
2024-05-08,NTES,96.6300
2024-05-07,NTES,96.9300
2024-05-06,NTES,101.8600
2024-05-03,NTES,103.0200
2024-05-02,NTES,98.9500
2024-05-01,NTES,94.0200
2024-04-30,NTES,93.4700
2024-04-29,NTES,96.6300
2024-04-26,NTES,95.9900
2024-04-25,NTES,94.1200
2024-04-24,NTES,94.0200
2024-04-23,NTES,93.0700
2024-04-22,NTES,94.8800
2024-04-19,NTES,93.5100
2024-04-18,NTES,92.5000
2024-04-17,NTES,89.9400
2024-04-16,NTES,90.4200
2024-04-15,NTES,92.1700
2024-04-12,NTES,92.1500
2024-04-11,NTES,97.1500
2024-04-10,NTES,99.5000
2024-04-09,NTES,100.6200
2024-04-08,NTES,96.9700
2024-04-05,NTES,96.8000
2024-04-04,NTES,96.0700
2024-04-03,NTES,96.7500
2024-04-02,NTES,96.8500
2024-04-01,NTES,98.7100
2024-03-28,NTES,103.4700
2024-03-27,NTES,103.6900
2024-03-26,NTES,104.1600
2024-03-25,NTES,103.5200
2024-03-22,NTES,105.5200
2024-03-21,NTES,106.8400
2024-03-20,NTES,107.4100
2024-03-19,NTES,105.5000
2024-03-18,NTES,105.7600
2024-03-15,NTES,106.9300
2024-03-14,NTES,107.5300
2024-03-13,NTES,109.9300
2024-03-12,NTES,108.9200
2024-03-11,NTES,107.5100
2024-03-08,NTES,105.9300
2024-03-07,NTES,105.8600
2024-03-06,NTES,103.5800
2024-03-05,NTES,105.9400
2024-03-04,NTES,108.8800
2024-03-01,NTES,110.4900
2024-02-29,NTES,107.9200
2024-02-28,NTES,112.2800
2024-02-27,NTES,113.1400
2024-02-26,NTES,107.4800
2024-02-23,NTES,108.6500
2024-02-22,NTES,108.8400
2024-02-21,NTES,106.8900
2024-02-20,NTES,107.6400
2024-02-16,NTES,107.7600
2024-02-15,NTES,107.7900
2024-02-14,NTES,107.5700
2024-02-13,NTES,104.6000
2024-02-12,NTES,108.0500
2024-02-09,NTES,106.6200
2024-02-08,NTES,104.6900
2024-02-07,NTES,106.3400
2024-02-06,NTES,107.3650
2024-02-05,NTES,100.6700
2024-02-02,NTES,98.8300
2024-02-01,NTES,100.9000
2024-01-31,NTES,97.6400
2024-01-30,NTES,97.5600
2024-01-29,NTES,99.2900
2024-01-26,NTES,102.2600
2024-01-25,NTES,103.5000
2024-01-24,NTES,100.2200
2024-01-23,NTES,98.0400
2024-01-22,NTES,90.9000
2024-01-19,NTES,91.7000
2024-01-18,NTES,89.4400
2024-01-17,NTES,88.3700
2024-01-16,NTES,89.5500
2024-01-12,NTES,91.0600
2024-01-11,NTES,90.4200
2024-01-10,NTES,88.9600
2024-01-09,NTES,89.4400
2024-01-08,NTES,90.1100
2024-01-05,NTES,91.1900
2024-01-04,NTES,95.8700
2024-01-03,NTES,96.2100
2024-01-02,NTES,92.4700
2023-12-29,NTES,93.1600
2023-12-28,NTES,89.3000
2023-12-27,NTES,87.6300
2023-12-26,NTES,92.2000
2023-12-22,NTES,87.6350
2023-12-21,NTES,104.4100
2023-12-20,NTES,102.0600
2023-12-19,NTES,103.2200
2023-12-18,NTES,102.9100
2023-12-15,NTES,102.8900
2023-12-14,NTES,104.4400
2023-12-13,NTES,106.9300
2023-12-12,NTES,106.6700
2023-12-11,NTES,105.0200
2023-12-08,NTES,104.5400
2023-12-07,NTES,104.7600
2023-12-06,NTES,102.5600
2023-12-05,NTES,102.7300
2023-12-04,NTES,104.1800
2023-12-01,NTES,109.3800
2023-11-30,NTES,113.4800
2023-11-29,NTES,113.6200
2023-11-28,NTES,114.2100
2023-11-27,NTES,114.3000
2023-11-24,NTES,115.4100
2023-11-22,NTES,116.7600
2023-11-21,NTES,116.4800
2023-11-20,NTES,118.4700
2023-11-17,NTES,117.1400
2023-11-16,NTES,112.3500
2023-11-15,NTES,115.0800
2023-11-14,NTES,114.2800
2023-11-13,NTES,115.1300
2023-11-10,NTES,113.8800
2023-11-09,NTES,112.9700
2023-11-08,NTES,112.1200
2023-11-07,NTES,111.8200
2023-11-06,NTES,111.5600
2023-11-03,NTES,112.7200
2023-11-02,NTES,109.7600
2023-11-01,NTES,108.3500
2023-10-31,NTES,106.9200
2023-10-30,NTES,107.8500
2023-10-27,NTES,106.7800
2023-10-26,NTES,105.0800
2023-10-25,NTES,104.9100
2023-10-24,NTES,106.0000
2023-10-23,NTES,100.8700
2023-10-20,NTES,100.6200
2023-10-19,NTES,102.7500
2023-10-18,NTES,104.0500
2023-10-17,NTES,103.7700
2023-10-16,NTES,106.1400
2023-10-13,NTES,105.5000
2023-10-12,NTES,107.2200
2025-03-14,NCBDF,33.5848
2025-03-13,NCBDF,33.5848
2025-03-12,NCBDF,33.5848
2025-03-11,NCBDF,33.5848
2025-03-10,NCBDF,33.5800
2025-03-07,NCBDF,33.5848
2025-03-06,NCBDF,33.5848
2025-03-05,NCBDF,33.5848
2025-03-04,NCBDF,33.5848
2025-03-03,NCBDF,33.5848
2025-02-28,NCBDF,33.5848
2025-02-27,NCBDF,33.5848
2025-02-26,NCBDF,33.6420
2025-02-25,NCBDF,33.6420
2025-02-24,NCBDF,33.6420
2025-02-21,NCBDF,33.6420
2025-02-20,NCBDF,33.6420
2025-02-19,NCBDF,31.8563
2025-02-18,NCBDF,25.7500
2025-02-14,NCBDF,25.7500
2025-02-13,NCBDF,25.7500
2025-02-12,NCBDF,25.7500
2025-02-11,NCBDF,25.7500
2025-02-10,NCBDF,25.7500
2025-02-07,NCBDF,25.7500
2025-02-06,NCBDF,25.7500
2025-02-05,NCBDF,25.7500
2025-02-04,NCBDF,25.7500
2025-02-03,NCBDF,25.7500
2025-01-31,NCBDF,25.7500
2025-01-30,NCBDF,25.7500
2025-01-29,NCBDF,25.7500
2025-01-28,NCBDF,21.2000
2025-01-27,NCBDF,21.2000
2025-01-24,NCBDF,21.2000
2025-01-23,NCBDF,21.2000
2025-01-22,NCBDF,21.2000
2025-01-21,NCBDF,21.2000
2025-01-17,NCBDF,21.2000
2025-01-16,NCBDF,21.2000
2025-01-15,NCBDF,21.2000
2025-01-14,NCBDF,21.2000
2025-01-13,NCBDF,21.2000
2025-01-10,NCBDF,21.2000
2025-01-08,NCBDF,21.2000
2025-01-07,NCBDF,21.2000
2025-01-06,NCBDF,21.2000
2025-01-03,NCBDF,21.2000
2025-01-02,NCBDF,21.2000
2024-12-31,NCBDF,21.2000
2024-12-30,NCBDF,21.2000
2024-12-27,NCBDF,21.2000
2024-12-26,NCBDF,21.2000
2024-12-24,NCBDF,21.2000
2024-12-23,NCBDF,21.2000
2024-12-20,NCBDF,21.2000
2024-12-19,NCBDF,21.2000
2024-12-18,NCBDF,21.2000
2024-12-17,NCBDF,21.2000
2024-12-16,NCBDF,21.2000
2024-12-13,NCBDF,21.2000
2024-12-12,NCBDF,21.2000
2024-12-11,NCBDF,21.2000
2024-12-10,NCBDF,21.2000
2024-12-09,NCBDF,21.2000
2024-12-06,NCBDF,21.2000
2024-12-05,NCBDF,21.2000
2024-12-04,NCBDF,21.2000
2024-12-03,NCBDF,21.2000
2024-12-02,NCBDF,21.2000
2024-11-29,NCBDF,21.2000
2024-11-27,NCBDF,21.2000
2024-11-26,NCBDF,21.2000
2024-11-25,NCBDF,21.2000
2024-11-22,NCBDF,21.2000
2024-11-21,NCBDF,21.2000
2024-11-20,NCBDF,21.2000
2024-11-19,NCBDF,21.2000
2024-11-18,NCBDF,21.2000
2024-11-15,NCBDF,21.2000
2024-11-14,NCBDF,21.2000
2024-11-13,NCBDF,21.2000
2024-11-12,NCBDF,21.2000
2024-11-11,NCBDF,21.2000
2024-11-08,NCBDF,21.2000
2024-11-07,NCBDF,21.2000
2024-11-06,NCBDF,21.2000
2024-11-05,NCBDF,21.2000
2024-11-04,NCBDF,21.2000
2024-11-01,NCBDF,21.2000
2024-10-31,NCBDF,21.2000
2024-10-30,NCBDF,21.2000
2024-10-29,NCBDF,21.2000
2024-10-28,NCBDF,21.2000
2024-10-25,NCBDF,21.2000
2024-10-24,NCBDF,21.9300
2024-10-23,NCBDF,21.9300
2024-10-22,NCBDF,21.3000
2024-10-21,NCBDF,21.3000
2024-10-18,NCBDF,23.7700
2024-10-17,NCBDF,23.7700
2024-10-16,NCBDF,23.7700
2024-10-15,NCBDF,23.7700
2024-10-14,NCBDF,23.7700
2024-10-11,NCBDF,23.7700
2024-10-10,NCBDF,23.7700
2024-10-09,NCBDF,23.7700
2024-10-08,NCBDF,23.7700
2024-10-07,NCBDF,23.7700
2024-10-04,NCBDF,22.0000
2024-10-03,NCBDF,22.0000
2024-10-02,NCBDF,22.5125
2024-10-01,NCBDF,22.5125
2024-09-30,NCBDF,22.5125
2024-09-27,NCBDF,22.5125
2024-09-26,NCBDF,22.5125
2024-09-25,NCBDF,22.5125
2024-09-24,NCBDF,22.5125
2024-09-23,NCBDF,22.5125
2024-09-20,NCBDF,22.5125
2024-09-19,NCBDF,22.5125
2024-09-18,NCBDF,22.5125
2024-09-17,NCBDF,21.4000
2024-09-16,NCBDF,21.4000
2024-09-13,NCBDF,21.4000
2024-09-12,NCBDF,21.4000
2024-09-11,NCBDF,21.4000
2024-09-10,NCBDF,21.4000
2024-09-09,NCBDF,21.4000
2024-09-06,NCBDF,21.4000
2024-09-05,NCBDF,21.4000
2024-09-04,NCBDF,21.4000
2024-09-03,NCBDF,21.4000
2024-08-30,NCBDF,21.4000
2024-08-29,NCBDF,21.4000
2024-08-28,NCBDF,21.4000
2024-08-27,NCBDF,21.4000
2024-08-26,NCBDF,21.4000
2024-08-23,NCBDF,21.4000
2024-08-22,NCBDF,21.4000
2024-08-21,NCBDF,21.4000
2024-08-20,NCBDF,21.4000
2024-08-19,NCBDF,21.4000
2024-08-16,NCBDF,21.4000
2024-08-15,NCBDF,21.4000
2024-08-14,NCBDF,21.4000
2024-08-13,NCBDF,21.4000
2024-08-12,NCBDF,21.4000
2024-08-09,NCBDF,21.4000
2024-08-08,NCBDF,21.4000
2024-08-07,NCBDF,20.5050
2024-08-06,NCBDF,20.5050
2024-08-05,NCBDF,20.5050
2024-08-02,NCBDF,20.5050
2024-08-01,NCBDF,20.5050
2024-07-31,NCBDF,20.5050
2024-07-30,NCBDF,20.5050
2024-07-29,NCBDF,20.5050
2024-07-26,NCBDF,20.5050
2024-07-25,NCBDF,20.5050
2024-07-24,NCBDF,20.5050
2024-07-23,NCBDF,20.5050
2024-07-22,NCBDF,20.5050
2024-07-19,NCBDF,20.5050
2024-07-18,NCBDF,20.5050
2024-07-17,NCBDF,20.5050
2024-07-16,NCBDF,20.5050
2024-07-15,NCBDF,20.5050
2024-07-12,NCBDF,20.5050
2024-07-11,NCBDF,17.7700
2024-07-10,NCBDF,17.7700
2024-07-09,NCBDF,17.7700
2024-07-08,NCBDF,17.7700
2024-07-05,NCBDF,17.7700
2024-07-03,NCBDF,17.7700
2024-07-02,NCBDF,17.7700
2024-07-01,NCBDF,17.7700
2024-06-28,NCBDF,17.7700
2024-06-27,NCBDF,17.7700
2024-06-26,NCBDF,17.7700
2024-06-25,NCBDF,17.7700
2024-06-24,NCBDF,17.7700
2024-06-21,NCBDF,17.7700
2024-06-20,NCBDF,17.7700
2024-06-18,NCBDF,17.7700
2024-06-17,NCBDF,17.7700
2024-06-14,NCBDF,17.7700
2024-06-13,NCBDF,17.7700
2024-06-12,NCBDF,17.7700
2024-06-11,NCBDF,17.7700
2024-06-10,NCBDF,17.7700
2024-06-07,NCBDF,17.7700
2024-06-06,NCBDF,17.7700
2024-06-05,NCBDF,17.7700
2024-06-04,NCBDF,17.7700
2024-06-03,NCBDF,17.7700
2024-05-31,NCBDF,17.7700
2024-05-30,NCBDF,17.7700
2024-05-29,NCBDF,17.7700
2024-05-28,NCBDF,19.0200
2024-05-24,NCBDF,19.0200
2024-05-23,NCBDF,19.0200
2024-05-22,NCBDF,19.0200
2024-05-21,NCBDF,19.0200
2024-05-20,NCBDF,19.0200
2024-05-17,NCBDF,19.0200
2024-05-16,NCBDF,19.0200
2024-05-15,NCBDF,19.0200
2024-05-14,NCBDF,19.0200
2024-05-13,NCBDF,19.0200
2024-05-10,NCBDF,19.0200
2024-05-09,NCBDF,19.0200
2024-05-08,NCBDF,18.7900
2024-05-07,NCBDF,18.7900
2024-05-06,NCBDF,18.7900
2024-05-03,NCBDF,18.7900
2024-05-02,NCBDF,18.7900
2024-05-01,NCBDF,18.7900
2024-04-30,NCBDF,18.7900
2024-04-29,NCBDF,18.7900
2024-04-26,NCBDF,18.7900
2024-04-25,NCBDF,18.7900
2024-04-24,NCBDF,18.7900
2024-04-23,NCBDF,18.7900
2024-04-22,NCBDF,18.7900
2024-04-19,NCBDF,18.7900
2024-04-18,NCBDF,18.7900
2024-04-17,NCBDF,18.7900
2024-04-16,NCBDF,18.7900
2024-04-15,NCBDF,18.7900
2024-04-12,NCBDF,18.7900
2024-04-11,NCBDF,18.7900
2024-04-10,NCBDF,18.7900
2024-04-09,NCBDF,18.5800
2024-04-08,NCBDF,18.5800
2024-04-05,NCBDF,18.5800
2024-04-04,NCBDF,18.5800
2024-04-03,NCBDF,18.5800
2024-04-02,NCBDF,19.0000
2024-04-01,NCBDF,19.0000
2024-03-28,NCBDF,19.1500
2024-03-27,NCBDF,19.1500
2024-03-26,NCBDF,19.1500
2024-03-25,NCBDF,19.1500
2024-03-22,NCBDF,19.6700
2024-03-21,NCBDF,19.6700
2024-03-20,NCBDF,19.6700
2024-03-19,NCBDF,19.6700
2024-03-18,NCBDF,19.6700
2024-03-15,NCBDF,19.6700
2024-03-14,NCBDF,19.6700
2024-03-13,NCBDF,19.6700
2024-03-12,NCBDF,19.6700
2024-03-11,NCBDF,19.6700
2024-03-08,NCBDF,19.6700
2024-03-07,NCBDF,19.9500
2024-03-06,NCBDF,19.9500
2024-03-05,NCBDF,19.9500
2024-03-04,NCBDF,19.9500
2024-03-01,NCBDF,19.9500
2024-02-29,NCBDF,19.9500
2024-02-28,NCBDF,18.5700
2024-02-27,NCBDF,18.5700
2024-02-26,NCBDF,18.5700
2024-02-23,NCBDF,18.5700
2024-02-22,NCBDF,18.5700
2024-02-21,NCBDF,18.5700
2024-02-20,NCBDF,18.5700
2024-02-16,NCBDF,18.5700
2024-02-15,NCBDF,18.5700
2024-02-14,NCBDF,18.5700
2024-02-13,NCBDF,21.2500
2024-02-12,NCBDF,21.2500
2024-02-09,NCBDF,21.2500
2024-02-08,NCBDF,21.2500
2024-02-07,NCBDF,21.2500
2024-02-06,NCBDF,21.2500
2024-02-05,NCBDF,21.2500
2024-02-02,NCBDF,20.9900
2024-02-01,NCBDF,20.9900
2024-01-31,NCBDF,20.9900
2024-01-30,NCBDF,20.9900
2024-01-29,NCBDF,20.9900
2024-01-26,NCBDF,20.9900
2024-01-25,NCBDF,20.9900
2024-01-24,NCBDF,20.9900
2024-01-23,NCBDF,20.9900
2024-01-22,NCBDF,20.9900
2024-01-19,NCBDF,20.9900
2024-01-18,NCBDF,20.9900
2024-01-17,NCBDF,20.9900
2024-01-16,NCBDF,20.9900
2024-01-12,NCBDF,19.4400
2024-01-11,NCBDF,19.4400
2024-01-10,NCBDF,19.4400
2024-01-09,NCBDF,19.4400
2024-01-08,NCBDF,19.4400
2024-01-05,NCBDF,19.4400
2024-01-04,NCBDF,19.4400
2024-01-03,NCBDF,19.4400
2024-01-02,NCBDF,19.4400
2023-12-29,NCBDF,19.4400
2023-12-28,NCBDF,19.4400
2023-12-27,NCBDF,19.4400
2023-12-26,NCBDF,19.4400
2023-12-22,NCBDF,19.4400
2023-12-21,NCBDF,19.3500
2023-12-20,NCBDF,19.3500
2023-12-19,NCBDF,19.3500
2023-12-18,NCBDF,19.3500
2023-12-15,NCBDF,19.3500
2023-12-14,NCBDF,19.3500
2023-12-13,NCBDF,19.3500
2023-12-12,NCBDF,19.3500
2023-12-11,NCBDF,19.3500
2023-12-08,NCBDF,19.3500
2023-12-07,NCBDF,19.3500
2023-12-06,NCBDF,19.3500
2023-12-05,NCBDF,19.3500
2023-12-04,NCBDF,19.3500
2023-12-01,NCBDF,19.3500
2023-11-30,NCBDF,19.3500
2023-11-29,NCBDF,20.3100
2023-11-28,NCBDF,20.3100
2023-11-27,NCBDF,20.3100
2023-11-24,NCBDF,20.3100
2023-11-22,NCBDF,20.3100
2023-11-21,NCBDF,20.3100
2023-11-20,NCBDF,20.3100
2023-11-17,NCBDF,20.3100
2023-11-16,NCBDF,20.3550
2023-11-15,NCBDF,20.3550
2023-11-14,NCBDF,20.3550
2023-11-13,NCBDF,20.3550
2023-11-10,NCBDF,20.3550
2023-11-09,NCBDF,20.3550
2023-11-08,NCBDF,20.3550
2023-11-07,NCBDF,20.3550
2023-11-06,NCBDF,20.3550
2023-11-03,NCBDF,20.3550
2023-11-02,NCBDF,20.3550
2023-11-01,NCBDF,20.3550
2023-10-31,NCBDF,20.3550
2023-10-30,NCBDF,20.3550
2023-10-27,NCBDF,20.3550
2023-10-26,NCBDF,20.3550
2023-10-25,NCBDF,20.3550
2023-10-24,NCBDF,20.3550
2023-10-23,NCBDF,20.3550
2023-10-20,NCBDF,20.3550
2023-10-19,NCBDF,20.3550
2023-10-18,NCBDF,20.3550
2023-10-17,NCBDF,20.3550
2023-10-16,NCBDF,20.3550
2023-10-13,NCBDF,20.3550
2023-10-12,NCBDF,20.3550
2025-03-14,SQNXF,46.0000
2025-03-13,SQNXF,46.0000
2025-03-12,SQNXF,46.0000
2025-03-11,SQNXF,46.5600
2025-03-10,SQNXF,46.5600
2025-03-07,SQNXF,46.4917
2025-03-06,SQNXF,49.0250
2025-03-05,SQNXF,48.5000
2025-03-04,SQNXF,47.3975
2025-03-03,SQNXF,45.4400
2025-02-28,SQNXF,45.4400
2025-02-27,SQNXF,45.4400
2025-02-26,SQNXF,45.4400
2025-02-25,SQNXF,45.4400
2025-02-24,SQNXF,45.4400
2025-02-21,SQNXF,45.4400
2025-02-20,SQNXF,45.4400
2025-02-19,SQNXF,49.1900
2025-02-18,SQNXF,42.2800
2025-02-14,SQNXF,42.2800
2025-02-13,SQNXF,42.2800
2025-02-12,SQNXF,42.2800
2025-02-11,SQNXF,42.2800
2025-02-10,SQNXF,42.2800
2025-02-07,SQNXF,42.2800
2025-02-06,SQNXF,42.2700
2025-02-05,SQNXF,41.9000
2025-02-04,SQNXF,39.3500
2025-02-03,SQNXF,39.3500
2025-01-31,SQNXF,39.3500
2025-01-30,SQNXF,41.2500
2025-01-29,SQNXF,41.2500
2025-01-28,SQNXF,38.1400
2025-01-27,SQNXF,38.1400
2025-01-24,SQNXF,38.1400
2025-01-23,SQNXF,38.1400
2025-01-22,SQNXF,38.1400
2025-01-21,SQNXF,38.1400
2025-01-17,SQNXF,39.6250
2025-01-16,SQNXF,39.6250
2025-01-15,SQNXF,41.6500
2025-01-14,SQNXF,41.6500
2025-01-13,SQNXF,41.6500
2025-01-10,SQNXF,41.6500
2025-01-08,SQNXF,41.6500
2025-01-07,SQNXF,41.6500
2025-01-06,SQNXF,41.6500
2025-01-03,SQNXF,40.7950
2025-01-02,SQNXF,40.7950
2024-12-31,SQNXF,40.7950
2024-12-30,SQNXF,40.7950
2024-12-27,SQNXF,40.7950
2024-12-26,SQNXF,40.7950
2024-12-24,SQNXF,40.7950
2024-12-23,SQNXF,40.7950
2024-12-20,SQNXF,40.7950
2024-12-19,SQNXF,40.7950
2024-12-18,SQNXF,40.7950
2024-12-17,SQNXF,40.7950
2024-12-16,SQNXF,40.7950
2024-12-13,SQNXF,40.7950
2024-12-12,SQNXF,37.3800
2024-12-11,SQNXF,37.3800
2024-12-10,SQNXF,37.3800
2024-12-09,SQNXF,37.3800
2024-12-06,SQNXF,37.3800
2024-12-05,SQNXF,40.6100
2024-12-04,SQNXF,40.6100
2024-12-03,SQNXF,40.6100
2024-12-02,SQNXF,38.8400
2024-11-29,SQNXF,38.6000
2024-11-27,SQNXF,41.4300
2024-11-26,SQNXF,41.4300
2024-11-25,SQNXF,37.0500
2024-11-22,SQNXF,40.5000
2024-11-21,SQNXF,40.4900
2024-11-20,SQNXF,40.4900
2024-11-19,SQNXF,34.6563
2024-11-18,SQNXF,34.6563
2024-11-15,SQNXF,34.6563
2024-11-14,SQNXF,37.0500
2024-11-13,SQNXF,37.0500
2024-11-12,SQNXF,33.9600
2024-11-11,SQNXF,33.9600
2024-11-08,SQNXF,37.5900
2024-11-07,SQNXF,37.5000
2024-11-06,SQNXF,37.5000
2024-11-05,SQNXF,37.5000
2024-11-04,SQNXF,37.5000
2024-11-01,SQNXF,39.0000
2024-10-31,SQNXF,39.0000
2024-10-30,SQNXF,39.9800
2024-10-29,SQNXF,39.9800
2024-10-28,SQNXF,36.3838
2024-10-25,SQNXF,36.3838
2024-10-24,SQNXF,36.9000
2024-10-23,SQNXF,38.5025
2024-10-22,SQNXF,38.5025
2024-10-21,SQNXF,38.5025
2024-10-18,SQNXF,37.3500
2024-10-17,SQNXF,37.3500
2024-10-16,SQNXF,38.8750
2024-10-15,SQNXF,38.8750
2024-10-14,SQNXF,38.8750
2024-10-11,SQNXF,38.8750
2024-10-10,SQNXF,38.8750
2024-10-09,SQNXF,38.8750
2024-10-08,SQNXF,39.5000
2024-10-07,SQNXF,39.5000
2024-10-04,SQNXF,39.5000
2024-10-03,SQNXF,39.5000
2024-10-02,SQNXF,39.5000
2024-10-01,SQNXF,39.5000
2024-09-30,SQNXF,39.5000
2024-09-27,SQNXF,38.5750
2024-09-26,SQNXF,38.4100
2024-09-25,SQNXF,38.4000
2024-09-24,SQNXF,38.4000
2024-09-23,SQNXF,38.4000
2024-09-20,SQNXF,38.4000
2024-09-19,SQNXF,38.4000
2024-09-18,SQNXF,38.4000
2024-09-17,SQNXF,38.2000
2024-09-16,SQNXF,38.5000
2024-09-13,SQNXF,38.5000
2024-09-12,SQNXF,38.5000
2024-09-11,SQNXF,38.5000
2024-09-10,SQNXF,38.5000
2024-09-09,SQNXF,38.5000
2024-09-06,SQNXF,38.4000
2024-09-05,SQNXF,38.0000
2024-09-04,SQNXF,37.0000
2024-09-03,SQNXF,35.1400
2024-08-30,SQNXF,35.1400
2024-08-29,SQNXF,35.1400
2024-08-28,SQNXF,37.0000
2024-08-27,SQNXF,37.0000
2024-08-26,SQNXF,37.0000
2024-08-23,SQNXF,32.7900
2024-08-22,SQNXF,32.7900
2024-08-21,SQNXF,32.7900
2024-08-20,SQNXF,33.5000
2024-08-19,SQNXF,33.5000
2024-08-16,SQNXF,33.5000
2024-08-15,SQNXF,33.5000
2024-08-14,SQNXF,33.5000
2024-08-13,SQNXF,33.5000
2024-08-12,SQNXF,32.4100
2024-08-09,SQNXF,32.4100
2024-08-08,SQNXF,32.4100
2024-08-07,SQNXF,32.4100
2024-08-06,SQNXF,32.4100
2024-08-05,SQNXF,32.4100
2024-08-02,SQNXF,32.4100
2024-08-01,SQNXF,32.4100
2024-07-31,SQNXF,32.4100
2024-07-30,SQNXF,32.4100
2024-07-29,SQNXF,31.1000
2024-07-26,SQNXF,31.1000
2024-07-25,SQNXF,34.0245
2024-07-24,SQNXF,34.0245
2024-07-23,SQNXF,34.0245
2024-07-22,SQNXF,34.0245
2024-07-19,SQNXF,34.0245
2024-07-18,SQNXF,34.6000
2024-07-17,SQNXF,34.6000
2024-07-16,SQNXF,30.6400
2024-07-15,SQNXF,30.6400
2024-07-12,SQNXF,30.6400
2024-07-11,SQNXF,31.0000
2024-07-10,SQNXF,29.5100
2024-07-09,SQNXF,29.5100
2024-07-08,SQNXF,29.5100
2024-07-05,SQNXF,30.1250
2024-07-03,SQNXF,30.1250
2024-07-02,SQNXF,30.1250
2024-07-01,SQNXF,30.1250
2024-06-28,SQNXF,30.1250
2024-06-27,SQNXF,30.1250
2024-06-26,SQNXF,30.1250
2024-06-25,SQNXF,28.9360
2024-06-24,SQNXF,28.9360
2024-06-21,SQNXF,28.9360
2024-06-20,SQNXF,28.9360
2024-06-18,SQNXF,28.6750
2024-06-17,SQNXF,28.6750
2024-06-14,SQNXF,29.0000
2024-06-13,SQNXF,29.0000
2024-06-12,SQNXF,29.6850
2024-06-11,SQNXF,29.6850
2024-06-10,SQNXF,29.6850
2024-06-07,SQNXF,30.3000
2024-06-06,SQNXF,30.3000
2024-06-05,SQNXF,30.3000
2024-06-04,SQNXF,27.9800
2024-06-03,SQNXF,27.9800
2024-05-31,SQNXF,27.9800
2024-05-30,SQNXF,27.9800
2024-05-29,SQNXF,30.1500
2024-05-28,SQNXF,30.1500
2024-05-24,SQNXF,30.1300
2024-05-23,SQNXF,30.1300
2024-05-22,SQNXF,32.1100
2024-05-21,SQNXF,32.1100
2024-05-20,SQNXF,32.1100
2024-05-17,SQNXF,30.3000
